Z,PCAES,SCG,FS,XB,B,K,T,FH,AWCD
1.02000,1.04000,1.02000,1.32000,1.02000,1.08000,1.08000,1.22000,1.02000,1.02000
1.02000,1.02000,1.02000,1.10000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.06000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
1.08000,1.14000,1.02000,1.78000,1.02000,1.20000,1.20000,1.40000,1.02000,1.02000
1.08000,1.34000,1.02000,1.46000,1.02000,1.12000,1.12000,1.24000,1.02000,1.02000
1.02000,1.04000,1.02000,1.18000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.04000,1.06000,1.02000,1.02000
1.14000,1.06000,1.04000,2.56000,1.04000,1.14000,1.14000,1.52000,1.04000,1.04000
1.02000,1.06000,1.02000,1.62000,1.02000,1.18000,1.18000,1.30000,1.02000,1.02000
1.02000,1.12000,1.02000,1.18000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
1.02000,1.02000,1.02000,2.70000,1.02000,1.36000,1.36000,1.56000,1.02000,1.02000
1.04000,1.02000,1.02000,1.46000,1.02000,1.12000,1.12000,1.26000,1.02000,1.02000
1.02000,1.06000,1.02000,1.02000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
1.02000,1.06000,1.02000,2.66000,1.10000,1.34000,1.34000,1.54000,1.02000,1.04000
1.02000,1.02000,1.02000,1.66000,1.02000,1.16000,1.16000,1.32000,1.02000,1.02000
1.04000,1.08000,1.04000,1.04000,1.04000,1.06000,1.06000,1.12000,1.02000,1.04000
1.02000,1.02000,1.04000,1.04000,1.04000,1.04000,1.04000,1.06000,1.02000,1.04000
1.02000,1.10000,1.02000,4.94000,1.80000,1.52000,1.52000,1.68000,1.02000,1.02000
1.02000,1.02000,1.02000,1.52000,1.02000,1.14000,1.14000,1.28000,1.02000,1.02000
1.02000,1.02000,1.02000,1.18000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.02000,1.02000
1.08000,1.06000,1.02000,6.20000,2.90000,1.58000,1.58000,1.72000,1.02000,1.02000
1.02000,1.10000,1.02000,1.52000,1.02000,1.14000,1.14000,1.28000,1.02000,1.02000
1.02000,1.06000,1.02000,1.02000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
1.02000,1.22000,1.02000,4.54000,1.84000,1.54000,1.54000,1.68000,1.04000,1.02000
1.02000,1.06000,1.04000,1.98000,1.04000,1.26000,1.26000,1.38000,1.02000,1.04000
1.02000,1.06000,1.02000,1.02000,1.02000,1.08000,1.08000,1.12000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.02000,1.02000
49.98000,1.04000,1.04000,49.98000,49.98000,1.04000,1.70000,1.82000,1.04000,1.04000
1.08000,1.10000,1.02000,1.82000,1.02000,1.22000,1.22000,1.34000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.06000,1.12000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.02000,1.02000
49.98000,1.66000,1.02000,49.98000,49.98000,1.76000,1.76000,1.86000,1.10000,1.06000
1.02000,1.20000,1.02000,1.76000,1.02000,1.20000,1.20000,1.34000,1.02000,1.02000
1.02000,1.04000,1.02000,1.18000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.08000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
49.98000,1.04000,1.04000,49.98000,49.98000,1.76000,1.76000,1.86000,1.02000,1.20000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.06000,1.02000
1.04000,1.04000,1.04000,1.96000,1.04000,1.08000,1.08000,1.38000,1.02000,1.04000
1.02000,1.02000,1.04000,1.04000,1.04000,1.06000,1.06000,1.12000,1.02000,1.04000
1.02000,1.04000,1.02000,1.04000,1.02000,1.04000,1.04000,1.06000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000
1.12000,1.06000,1.04000,1.84000,1.04000,1.22000,1.22000,1.36000,1.02000,1.04000
1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.06000,1.12000,1.02000,1.02000
1.02000,1.04000,1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.02000,1.02000
1.02000,1.04000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000
1.08000,1.10000,1.02000,1.88000,1.04000,1.24000,1.24000,1.38000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.06000,1.02000,1.02000
49.98000,1.02000,1.02000,1.02000,49.98000,1.54000,1.66000,1.80000,1.02000,1.02000
49.98000,1.78000,1.32000,49.98000,49.98000,1.84000,1.66000,1.76000,1.56000,1.78000
49.98000,1.10000,1.14000,1.14000,49.98000,1.98000,1.54000,1.82000,1.02000,1.90000
49.98000,1.02000,1.02000,49.98000,49.98000,1.78000,1.78000,1.90000,1.02000,1.02000
1.02000,1.16000,1.16000,3.86000,1.16000,1.52000,1.22000,1.52000,1.04000,1.16000
1.02000,1.02000,1.02000,3.28000,1.02000,1.46000,1.46000,1.60000,1.02000,1.02000
1.02000,1.12000,1.14000,1.14000,2.42000,1.86000,1.84000,1.90000,1.14000,1.66000
1.02000,1.12000,1.12000,1.02000,1.02000,1.44000,1.10000,1.10000,1.02000,1.14000
1.14000,1.38000,1.02000,2.26000,1.02000,1.32000,1.30000,1.38000,1.02000,1.02000
1.02000,1.04000,1.06000,2.48000,1.04000,1.38000,1.18000,1.38000,1.02000,1.04000
1.06000,1.82000,1.02000,6.94000,4.28000,1.40000,1.40000,1.44000,1.02000,1.02000
49.98000,1.10000,1.08000,1.08000,49.98000,1.92000,1.80000,1.96000,1.08000,1.02000
22.98000,1.02000,1.02000,1.02000,22.98000,1.60000,1.70000,1.80000,1.02000,1.02000
12.04000,1.04000,1.04000,12.04000,12.04000,1.04000,1.48000,1.76000,2.40000,1.04000
1.02000,1.34000,1.16000,3.10000,1.26000,1.44000,1.34000,1.36000,1.02000,1.60000
1.02000,1.34000,1.16000,3.10000,1.26000,1.44000,1.34000,1.36000,1.02000,1.60000
18.78000,2.02000,1.02000,18.78000,18.78000,1.50000,1.50000,1.58000,1.04000,1.02000
1.02000,1.18000,1.12000,1.14000,1.16000,1.24000,1.18000,1.20000,1.14000,1.02000
1.02000,1.38000,1.04000,4.42000,1.26000,1.48000,1.38000,1.42000,1.02000,1.02000
1.04000,1.08000,1.08000,1.08000,1.68000,1.76000,1.68000,1.68000,1.04000,1.06000
1.02000,1.38000,1.84000,1.84000,1.84000,1.84000,1.84000,1.84000,1.02000,1.84000
1.02000,1.18000,1.02000,3.16000,1.02000,1.34000,1.34000,1.48000,1.02000,1.06000
46.12000,1.26000,1.02000,46.12000,46.12000,1.56000,1.30000,1.64000,1.02000,2.78000
1.02000,1.26000,1.02000,1.02000,1.02000,1.36000,1.02000,1.02000,1.02000,1.72000
1.44000,1.34000,1.14000,5.26000,1.24000,1.50000,1.42000,1.46000,1.04000,1.02000
1.18000,1.12000,1.02000,1.02000,1.10000,1.28000,1.16000,1.16000,1.02000,1.04000
1.02000,1.34000,1.02000,1.02000,1.02000,1.40000,1.30000,1.30000,1.02000,1.02000
1.02000,1.04000,1.02000,1.86000,1.02000,1.20000,1.20000,1.32000,1.02000,1.02000
49.98000,1.02000,1.02000,49.98000,49.98000,1.76000,1.76000,1.86000,2.92000,1.68000
1.08000,1.48000,1.08000,1.08000,1.08000,1.08000,1.08000,1.22000,1.08000,1.08000
1.02000,1.18000,1.04000,3.70000,1.06000,1.30000,1.22000,1.26000,1.08000,1.82000
1.26000,1.14000,1.04000,3.84000,1.06000,1.40000,1.44000,1.66000,1.06000,1.04000
1.10000,1.22000,1.04000,3.80000,1.12000,1.42000,1.38000,1.52000,1.02000,1.02000
49.98000,1.02000,1.02000,1.02000,49.98000,2.02000,1.86000,1.90000,1.02000,1.02000
1.06000,1.02000,1.02000,2.02000,1.02000,1.22000,1.22000,1.44000,1.02000,1.02000
1.02000,1.64000,1.02000,2.82000,1.08000,1.36000,1.36000,1.50000,1.04000,1.02000
1.24000,1.10000,1.02000,3.16000,1.02000,1.30000,1.36000,1.58000,1.02000,1.02000
49.98000,1.08000,1.08000,1.18000,49.98000,1.98000,1.68000,1.84000,1.04000,1.98000
49.98000,1.78000,1.32000,49.98000,49.98000,1.82000,1.64000,1.78000,12.62000,1.78000
49.98000,1.74000,1.02000,49.98000,49.98000,1.82000,1.80000,1.94000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.12000,1.12000,1.20000,1.02000,1.02000
1.02000,1.04000,1.02000,1.02000,1.02000,1.06000,1.10000,1.20000,1.02000,1.02000
1.04000,1.02000,1.04000,1.84000,1.04000,1.16000,1.16000,1.30000,1.04000,1.04000
49.98000,22.08000,1.02000,49.98000,49.98000,1.64000,1.64000,1.82000,1.02000,1.02000
49.98000,1.04000,1.06000,1.06000,49.98000,1.98000,1.86000,1.96000,4.74000,4.74000
49.98000,1.28000,1.06000,1.08000,49.98000,1.24000,1.28000,1.28000,1.02000,4.60000
1.02000,1.62000,1.10000,1.10000,1.10000,1.48000,1.10000,1.10000,1.02000,3.20000
49.98000,1.02000,1.02000,49.98000,49.98000,1.68000,1.72000,1.78000,1.02000,1.02000
49.98000,1.02000,1.02000,1.02000,49.98000,1.96000,1.90000,1.94000,1.02000,49.98000
49.98000,1.02000,1.02000,1.02000,49.98000,1.96000,1.90000,1.94000,1.02000,49.98000
1.02000,1.20000,1.02000,1.40000,1.02000,1.20000,1.20000,1.20000,1.02000,1.02000
1.04000,1.02000,1.04000,3.20000,1.04000,1.42000,1.42000,1.52000,1.04000,1.04000
49.98000,1.02000,1.02000,1.12000,49.98000,1.88000,1.26000,1.26000,1.02000,1.02000
1.02000,1.78000,1.02000,1.02000,1.02000,1.66000,1.56000,1.64000,1.02000,1.02000
1.02000,1.14000,1.02000,1.84000,1.02000,1.22000,1.22000,1.26000,1.02000,1.04000
1.02000,1.34000,1.02000,2.10000,1.04000,1.22000,1.22000,1.24000,2.10000,1.02000
1.02000,1.34000,1.10000,1.10000,1.10000,1.36000,1.24000,1.28000,1.02000,2.24000
1.02000,1.28000,1.02000,1.14000,1.16000,1.34000,1.22000,1.26000,1.02000,2.10000
19.26000,1.36000,1.06000,1.02000,19.26000,1.64000,1.36000,1.36000,1.06000,1.06000
1.02000,1.02000,1.02000,1.02000,1.18000,1.44000,1.44000,1.44000,1.02000,1.02000
1.14000,1.14000,1.14000,1.14000,1.14000,1.18000,1.26000,1.52000,1.14000,1.14000
1.02000,1.02000,1.02000,1.02000,1.08000,1.34000,1.34000,1.34000,1.02000,1.02000
49.98000,1.54000,1.26000,1.38000,49.98000,1.98000,1.88000,1.88000,1.02000,2.22000
1.04000,1.04000,1.06000,3.22000,1.06000,1.24000,1.24000,1.36000,1.04000,1.06000
1.02000,1.26000,1.04000,1.02000,1.02000,1.78000,1.46000,1.68000,1.02000,2.00000
49.98000,2.34000,1.02000,1.52000,49.98000,2.04000,1.98000,1.98000,1.08000,2.86000
1.26000,1.02000,1.02000,3.38000,1.02000,1.08000,1.30000,1.36000,1.02000,1.02000
1.12000,1.12000,1.12000,1.96000,1.12000,1.12000,1.12000,1.14000,1.02000,1.12000
1.02000,1.06000,1.04000,1.98000,1.04000,1.22000,1.22000,1.22000,1.02000,1.02000
1.02000,1.54000,1.02000,1.02000,1.10000,1.48000,1.44000,1.58000,1.04000,1.02000
49.98000,1.76000,1.02000,49.98000,49.98000,1.72000,1.70000,1.86000,4.12000,1.36000
1.02000,1.36000,1.02000,4.78000,1.02000,1.42000,1.42000,1.56000,1.02000,1.02000
49.98000,1.02000,1.02000,1.02000,49.98000,1.94000,1.94000,1.96000,1.02000,1.02000
49.98000,1.12000,1.06000,49.98000,49.98000,1.60000,1.72000,1.86000,1.02000,1.06000
11.62000,1.02000,1.02000,11.62000,11.62000,1.44000,1.46000,1.70000,1.18000,1.02000
49.98000,1.82000,2.06000,1.06000,49.98000,2.10000,2.10000,2.08000,1.02000,4.88000
1.02000,1.02000,1.02000,1.02000,2.52000,1.68000,1.64000,1.74000,1.02000,1.12000
1.02000,1.08000,1.06000,4.40000,1.08000,1.52000,1.52000,1.64000,1.02000,1.08000
1.12000,1.40000,1.02000,2.44000,1.04000,1.32000,1.30000,1.40000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.02000,1.32000,1.90000,1.02000,1.30000
1.02000,1.12000,1.08000,4.36000,1.08000,1.32000,1.46000,1.50000,1.02000,1.10000
1.34000,1.10000,1.04000,1.02000,1.02000,1.52000,1.36000,1.60000,1.02000,1.04000
1.02000,1.02000,1.20000,1.20000,1.16000,1.74000,1.36000,1.36000,1.02000,1.74000
1.02000,1.04000,1.02000,2.36000,1.02000,1.28000,1.30000,1.36000,1.04000,1.04000
1.12000,1.02000,1.12000,1.12000,1.12000,1.44000,1.16000,1.16000,1.02000,1.12000
1.12000,1.16000,1.02000,1.42000,1.02000,1.22000,1.08000,1.08000,1.04000,1.02000
1.14000,1.18000,1.06000,1.06000,1.02000,1.18000,1.02000,1.24000,1.04000,1.06000
