Z,PCAES,SCG,FS,XB,B,K,T,FH,AWCD
1.02000,1.02000,1.04000,1.04000,1.02000,1.46000,1.46000,1.52000,1.02000,1.04000
1.02000,1.48000,1.02000,2.96000,1.02000,1.40000,1.38000,1.58000,1.02000,1.02000
1.02000,1.06000,1.02000,2.06000,1.02000,1.36000,1.26000,1.50000,1.02000,1.04000
1.30000,1.38000,1.02000,1.04000,1.18000,1.42000,1.36000,1.50000,1.02000,1.02000
1.02000,1.40000,1.02000,1.02000,1.18000,1.38000,1.36000,1.38000,1.02000,1.02000
1.28000,1.02000,1.02000,1.02000,1.02000,1.40000,1.26000,1.86000,1.02000,1.02000
1.02000,1.30000,1.06000,1.06000,1.28000,1.42000,1.30000,1.68000,1.02000,1.02000
1.02000,1.48000,1.02000,1.06000,1.16000,1.44000,1.30000,1.78000,1.06000,1.10000
1.02000,1.50000,1.02000,1.02000,1.02000,1.44000,1.40000,1.70000,1.06000,1.06000
1.02000,1.16000,1.02000,1.06000,1.16000,1.44000,1.32000,1.78000,1.02000,1.06000
1.02000,1.62000,1.02000,3.60000,1.20000,1.44000,1.42000,1.66000,1.02000,1.02000
1.28000,1.42000,1.02000,2.44000,1.12000,1.40000,1.32000,1.52000,1.02000,1.02000
1.02000,1.42000,1.02000,2.38000,1.04000,1.42000,1.36000,1.62000,1.06000,1.02000
1.02000,1.04000,1.04000,1.04000,1.04000,1.46000,1.36000,1.58000,1.02000,1.04000
1.02000,1.54000,1.02000,1.02000,1.02000,1.44000,1.42000,1.56000,1.02000,1.02000
1.02000,1.06000,1.06000,1.08000,1.04000,1.42000,1.32000,1.88000,1.08000,1.06000
1.02000,1.46000,1.04000,1.04000,1.04000,1.42000,1.40000,1.72000,1.04000,1.04000
1.02000,1.44000,1.04000,1.04000,1.02000,1.40000,1.32000,1.70000,1.02000,1.04000
1.02000,1.02000,1.04000,1.04000,1.04000,1.40000,1.30000,1.70000,1.02000,1.06000
1.02000,1.90000,1.02000,6.78000,3.56000,1.56000,1.56000,1.72000,1.10000,1.02000
1.02000,1.02000,1.02000,2.48000,1.20000,1.48000,1.48000,1.60000,1.02000,1.02000
1.32000,1.48000,1.02000,1.02000,1.20000,1.44000,1.42000,1.54000,1.02000,1.02000
1.02000,1.46000,1.02000,1.02000,1.02000,1.42000,1.20000,1.86000,1.02000,1.02000
1.02000,1.40000,1.04000,1.04000,1.04000,1.38000,1.26000,1.76000,1.02000,1.04000
1.02000,1.48000,1.02000,1.12000,1.12000,1.38000,1.16000,1.68000,1.02000,1.02000
1.02000,1.44000,1.02000,1.02000,1.04000,1.38000,1.36000,1.38000,1.02000,1.02000
1.02000,1.42000,1.04000,1.08000,1.08000,1.36000,1.24000,1.70000,1.04000,1.04000
1.02000,1.42000,1.04000,1.14000,1.14000,1.40000,1.32000,1.62000,1.02000,1.04000
1.02000,1.34000,1.02000,2.36000,1.02000,1.32000,1.32000,1.54000,1.02000,1.02000
1.24000,1.40000,1.02000,1.06000,1.02000,1.40000,1.34000,1.52000,1.02000,1.04000
1.24000,1.02000,1.02000,1.02000,1.02000,1.38000,1.28000,1.44000,1.02000,1.02000
1.02000,1.04000,1.16000,1.16000,1.16000,1.38000,1.30000,1.42000,1.16000,1.16000
1.02000,1.04000,1.02000,1.04000,1.04000,1.38000,1.26000,1.48000,1.02000,1.02000
1.02000,1.40000,1.02000,1.02000,1.10000,1.38000,1.34000,1.38000,1.02000,1.04000
1.02000,1.08000,1.02000,1.02000,1.06000,1.42000,1.34000,1.40000,1.02000,1.02000
1.02000,1.36000,1.02000,1.10000,1.10000,1.36000,1.22000,1.50000,1.10000,1.02000
1.02000,1.36000,1.02000,1.02000,1.02000,1.36000,1.28000,1.48000,1.04000,1.02000
1.02000,1.58000,1.02000,3.16000,1.18000,1.40000,1.40000,1.58000,1.02000,1.04000
1.02000,1.40000,1.02000,1.06000,1.12000,1.42000,1.38000,1.54000,1.02000,1.02000
1.26000,1.44000,1.02000,1.06000,1.02000,1.44000,1.40000,1.52000,1.02000,1.02000
1.02000,1.24000,1.02000,1.02000,1.02000,1.40000,1.34000,1.42000,1.02000,1.02000
1.02000,1.46000,1.02000,1.02000,1.02000,1.38000,1.28000,1.46000,1.02000,1.02000
1.02000,1.44000,1.02000,1.02000,1.02000,1.40000,1.36000,1.42000,1.02000,1.02000
1.02000,1.40000,1.02000,1.02000,1.02000,1.36000,1.26000,1.50000,1.02000,1.12000
1.02000,1.02000,1.02000,1.02000,1.10000,1.38000,1.32000,1.52000,1.02000,1.02000
1.02000,1.04000,1.06000,1.08000,1.12000,1.38000,1.24000,1.54000,1.06000,1.06000
1.30000,1.66000,1.02000,3.04000,1.12000,1.40000,1.40000,1.56000,1.02000,1.06000
1.02000,1.22000,1.02000,1.10000,1.16000,1.40000,1.34000,1.48000,1.02000,1.02000
1.26000,1.02000,1.02000,1.02000,1.02000,1.42000,1.40000,1.50000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.36000,1.18000,1.46000,1.02000,1.02000
1.02000,1.36000,1.02000,1.02000,1.02000,1.38000,1.20000,1.52000,1.04000,1.02000
1.02000,1.32000,1.02000,1.02000,1.08000,1.38000,1.20000,1.62000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.12000,1.40000,1.20000,1.52000,1.02000,1.02000
1.04000,1.34000,1.04000,1.04000,1.04000,1.32000,1.18000,1.42000,1.04000,1.04000
1.02000,1.36000,1.02000,1.08000,1.08000,1.36000,1.10000,1.48000,1.02000,1.02000
1.20000,1.34000,1.02000,2.06000,1.02000,1.28000,1.28000,1.48000,1.02000,1.02000
1.20000,1.16000,1.02000,1.04000,1.04000,1.30000,1.26000,1.42000,1.02000,1.02000
1.02000,1.10000,1.02000,1.02000,1.02000,1.34000,1.24000,1.38000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.08000,1.36000,1.26000,1.40000,1.02000,1.02000
1.02000,1.18000,1.02000,1.02000,1.12000,1.36000,1.28000,1.36000,1.02000,1.02000
1.02000,1.40000,1.02000,1.02000,1.02000,1.38000,1.30000,1.36000,1.02000,1.02000
1.02000,1.38000,1.04000,1.04000,1.12000,1.36000,1.30000,1.38000,1.06000,1.04000
1.02000,1.14000,1.04000,1.04000,1.02000,1.34000,1.02000,1.42000,1.04000,1.04000
1.02000,1.36000,1.06000,1.06000,1.08000,1.36000,1.28000,1.58000,1.04000,1.06000
1.12000,1.02000,1.02000,1.58000,1.02000,1.16000,1.16000,1.38000,1.02000,1.02000
1.02000,1.08000,1.02000,1.86000,1.02000,1.30000,1.18000,1.42000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.36000,1.02000,1.72000,1.06000,1.06000
1.02000,1.08000,1.02000,1.02000,1.08000,1.38000,1.08000,1.82000,1.10000,1.10000
1.02000,1.02000,1.02000,1.02000,1.02000,1.40000,1.20000,1.70000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.38000,1.18000,1.58000,1.02000,1.02000
1.02000,1.34000,1.02000,1.06000,1.02000,1.38000,1.04000,1.48000,1.06000,1.02000
1.02000,1.06000,1.08000,1.08000,1.04000,1.38000,1.06000,1.44000,1.08000,1.08000
1.02000,1.04000,1.02000,1.04000,1.04000,1.36000,1.30000,1.30000,1.04000,1.02000
1.02000,1.72000,1.02000,2.54000,1.02000,1.36000,1.36000,1.50000,1.02000,1.02000
1.24000,1.36000,1.02000,1.04000,1.04000,1.36000,1.28000,1.42000,1.02000,1.02000
1.02000,1.38000,1.02000,1.02000,1.02000,1.38000,1.30000,1.42000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.04000,1.38000,1.26000,1.38000,1.02000,1.02000
1.02000,1.38000,1.02000,1.02000,1.02000,1.40000,1.30000,1.38000,1.02000,1.02000
1.02000,1.04000,1.08000,1.08000,1.10000,1.38000,1.26000,1.34000,1.08000,1.02000
1.02000,1.02000,1.04000,1.04000,1.04000,1.34000,1.22000,1.50000,1.04000,1.02000
1.02000,1.40000,1.02000,1.02000,1.02000,1.38000,1.30000,1.34000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.32000,1.24000,1.42000,1.02000,1.02000
1.16000,1.40000,1.02000,1.72000,1.02000,1.20000,1.20000,1.40000,1.02000,1.02000
1.24000,1.02000,1.02000,1.02000,1.02000,1.34000,1.28000,1.44000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.02000,1.34000,1.32000,1.36000,1.02000,1.04000
1.02000,1.10000,1.12000,1.12000,1.12000,1.36000,1.28000,1.38000,1.12000,1.12000
1.02000,1.22000,1.02000,1.02000,1.04000,1.34000,1.28000,1.36000,1.02000,1.02000
1.02000,1.38000,1.02000,1.04000,1.04000,1.34000,1.24000,1.48000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.02000,1.34000,1.22000,1.44000,1.02000,1.02000
1.02000,1.02000,1.04000,1.04000,1.02000,1.32000,1.24000,1.46000,1.04000,1.04000
1.02000,1.14000,1.06000,1.06000,1.04000,1.32000,1.12000,1.50000,1.04000,1.06000
1.20000,1.50000,1.02000,2.06000,1.04000,1.26000,1.26000,1.46000,1.02000,1.02000
1.02000,1.16000,1.02000,1.02000,1.02000,1.36000,1.24000,1.44000,1.02000,1.02000
1.22000,1.04000,1.02000,1.02000,1.02000,1.36000,1.26000,1.40000,1.02000,1.02000
1.02000,1.12000,1.02000,1.02000,1.04000,1.38000,1.26000,1.38000,1.02000,1.02000
1.02000,1.04000,1.04000,1.10000,1.10000,1.38000,1.22000,1.50000,1.02000,1.04000
1.02000,1.12000,1.06000,1.06000,1.06000,1.34000,1.24000,1.34000,1.06000,1.06000
1.02000,1.16000,1.02000,1.02000,1.02000,1.32000,1.28000,1.36000,1.02000,1.04000
1.02000,1.02000,1.04000,1.04000,1.04000,1.34000,1.14000,1.40000,1.04000,1.04000
1.02000,1.02000,1.02000,1.12000,1.04000,1.30000,1.26000,1.30000,1.12000,1.04000
1.02000,1.66000,1.02000,2.68000,1.02000,1.36000,1.36000,1.54000,1.02000,1.02000
1.24000,1.02000,1.02000,1.06000,1.02000,1.40000,1.36000,1.50000,1.02000,1.02000
1.02000,1.38000,1.02000,1.02000,1.08000,1.42000,1.38000,1.48000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.08000,1.38000,1.34000,1.40000,1.02000,1.02000
1.02000,1.12000,1.02000,1.04000,1.10000,1.38000,1.32000,1.38000,1.02000,1.02000
1.02000,1.04000,1.06000,1.06000,1.06000,1.40000,1.34000,1.40000,1.06000,1.04000
1.02000,1.02000,1.02000,1.02000,1.08000,1.34000,1.24000,1.48000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.04000,1.30000,1.26000,1.36000,1.02000,1.02000
1.02000,1.06000,1.02000,1.02000,1.02000,1.30000,1.26000,1.36000,1.02000,1.02000
1.28000,1.62000,1.02000,2.92000,1.10000,1.38000,1.38000,1.52000,1.02000,1.04000
1.02000,1.42000,1.02000,1.02000,1.02000,1.32000,1.26000,1.40000,1.02000,1.02000
1.22000,1.02000,1.02000,1.02000,1.02000,1.34000,1.26000,1.38000,1.02000,1.02000
1.02000,1.24000,1.02000,1.02000,1.02000,1.32000,1.24000,1.34000,1.02000,1.02000
1.22000,1.02000,1.04000,1.04000,1.04000,1.34000,1.26000,1.34000,1.04000,1.04000
1.02000,1.04000,1.02000,1.12000,1.12000,1.34000,1.26000,1.34000,1.12000,1.02000
1.02000,1.28000,1.02000,1.02000,1.06000,1.30000,1.30000,1.30000,1.02000,1.02000
1.02000,1.32000,1.04000,1.02000,1.04000,1.30000,1.30000,1.30000,1.02000,1.04000
1.02000,1.18000,1.02000,1.04000,1.04000,1.30000,1.26000,1.30000,1.02000,1.02000
1.22000,1.70000,1.04000,3.08000,1.08000,1.42000,1.42000,1.52000,1.04000,1.06000
1.20000,1.40000,1.02000,1.06000,1.04000,1.36000,1.30000,1.42000,1.02000,1.02000
1.02000,1.02000,1.06000,1.06000,1.06000,1.40000,1.34000,1.44000,1.06000,1.06000
1.02000,1.04000,1.02000,1.02000,1.08000,1.40000,1.34000,1.36000,1.02000,1.04000
1.02000,1.34000,1.02000,1.02000,1.04000,1.42000,1.36000,1.40000,1.02000,1.02000
1.02000,1.02000,1.06000,1.06000,1.12000,1.38000,1.34000,1.38000,1.06000,1.06000
1.02000,1.40000,1.02000,1.02000,1.02000,1.38000,1.30000,1.34000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.26000,1.30000,1.02000,1.02000
1.02000,1.04000,1.06000,1.06000,1.12000,1.32000,1.28000,1.30000,1.06000,1.06000
1.22000,1.88000,1.04000,2.90000,1.06000,1.40000,1.40000,1.52000,1.02000,1.02000
1.02000,1.46000,1.02000,1.02000,1.08000,1.36000,1.34000,1.42000,1.02000,1.02000
1.02000,1.44000,1.02000,1.02000,1.10000,1.40000,1.34000,1.42000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.20000,1.28000,1.02000,1.02000
1.02000,1.10000,1.02000,1.02000,1.06000,1.34000,1.28000,1.32000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.06000,1.30000,1.26000,1.28000,1.02000,1.02000
1.02000,1.02000,1.02000,1.04000,1.04000,1.30000,1.24000,1.30000,1.04000,1.02000
1.02000,1.12000,1.02000,1.10000,1.10000,1.34000,1.18000,1.38000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.02000,1.30000,1.24000,1.34000,1.02000,1.02000
1.02000,1.72000,1.02000,2.66000,1.02000,1.36000,1.36000,1.48000,1.02000,1.02000
1.20000,1.34000,1.02000,1.02000,1.02000,1.38000,1.30000,1.42000,1.02000,1.02000
1.02000,1.26000,1.02000,1.02000,1.02000,1.38000,1.36000,1.42000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.38000,1.30000,1.38000,1.02000,1.02000
1.02000,1.24000,1.02000,1.02000,1.02000,1.36000,1.18000,1.42000,1.02000,1.02000
1.02000,1.16000,1.02000,1.08000,1.02000,1.34000,1.16000,1.40000,1.02000,1.18000
1.04000,1.02000,1.04000,1.04000,1.04000,1.32000,1.24000,1.38000,1.04000,1.04000
1.02000,1.36000,1.02000,1.02000,1.02000,1.36000,1.34000,1.36000,1.02000,1.02000
1.02000,1.02000,1.10000,1.10000,1.02000,1.30000,1.30000,1.30000,1.02000,1.10000
1.02000,1.58000,1.02000,2.30000,1.02000,1.30000,1.30000,1.44000,1.02000,1.02000
1.02000,1.36000,1.02000,1.02000,1.02000,1.34000,1.28000,1.40000,1.02000,1.02000
1.02000,1.40000,1.02000,1.02000,1.04000,1.36000,1.34000,1.40000,1.04000,1.02000
1.20000,1.02000,1.04000,1.04000,1.06000,1.34000,1.30000,1.34000,1.04000,1.04000
1.02000,1.32000,1.02000,1.02000,1.04000,1.32000,1.32000,1.32000,1.02000,1.02000
1.02000,1.02000,1.08000,1.08000,1.08000,1.32000,1.32000,1.32000,1.08000,1.08000
1.02000,1.26000,1.02000,1.02000,1.08000,1.32000,1.32000,1.32000,1.02000,1.02000
1.02000,1.28000,1.02000,1.02000,1.02000,1.26000,1.26000,1.26000,1.02000,1.02000
1.02000,1.06000,1.08000,1.08000,1.08000,1.28000,1.24000,1.28000,1.08000,1.08000
1.02000,1.54000,1.02000,1.80000,1.02000,1.22000,1.22000,1.32000,1.02000,1.02000
1.02000,1.38000,1.02000,1.06000,1.04000,1.42000,1.36000,1.44000,1.02000,1.02000
1.20000,1.36000,1.02000,1.02000,1.02000,1.38000,1.34000,1.42000,1.02000,1.02000
1.02000,1.38000,1.02000,1.02000,1.02000,1.40000,1.32000,1.38000,1.06000,1.02000
1.02000,1.36000,1.02000,1.02000,1.02000,1.36000,1.34000,1.36000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.04000,1.34000,1.30000,1.34000,1.02000,1.02000
1.04000,1.02000,1.04000,1.04000,1.08000,1.30000,1.30000,1.30000,1.04000,1.04000
1.02000,1.32000,1.02000,1.02000,1.10000,1.32000,1.26000,1.28000,1.02000,1.02000
1.02000,1.10000,1.02000,1.02000,1.02000,1.30000,1.22000,1.22000,1.02000,1.02000
1.02000,1.30000,1.02000,2.04000,1.02000,1.26000,1.26000,1.40000,1.02000,1.02000
1.20000,1.48000,1.02000,1.06000,1.04000,1.34000,1.32000,1.40000,1.02000,1.02000
1.18000,1.26000,1.02000,1.04000,1.02000,1.36000,1.32000,1.38000,1.02000,1.02000
1.20000,1.02000,1.12000,1.12000,1.12000,1.34000,1.32000,1.34000,1.12000,1.12000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.32000,1.34000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.02000,1.34000,1.34000,1.34000,1.02000,1.02000
1.02000,1.02000,1.06000,1.06000,1.06000,1.30000,1.30000,1.30000,1.06000,1.06000
1.04000,1.02000,1.04000,1.04000,1.04000,1.28000,1.28000,1.28000,1.04000,1.04000
1.02000,1.04000,1.02000,1.02000,1.02000,1.28000,1.28000,1.28000,1.02000,1.02000
1.02000,1.40000,1.02000,2.58000,1.02000,1.36000,1.36000,1.46000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.28000,1.38000,1.02000,1.02000
1.04000,1.02000,1.04000,1.04000,1.04000,1.38000,1.34000,1.40000,1.04000,1.04000
1.02000,1.38000,1.02000,1.02000,1.02000,1.36000,1.30000,1.36000,1.02000,1.04000
1.02000,1.30000,1.02000,1.02000,1.02000,1.30000,1.30000,1.30000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.02000,1.32000,1.30000,1.32000,1.04000,1.02000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.32000,1.34000,1.02000,1.02000
1.02000,1.10000,1.02000,1.02000,1.02000,1.34000,1.34000,1.34000,1.02000,1.04000
1.02000,1.08000,1.02000,1.02000,1.02000,1.30000,1.30000,1.30000,1.02000,1.02000
1.16000,1.38000,1.02000,1.92000,1.02000,1.24000,1.24000,1.38000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.02000,1.38000,1.30000,1.42000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.02000,1.36000,1.30000,1.38000,1.02000,1.02000
1.02000,1.34000,1.02000,1.02000,1.04000,1.34000,1.30000,1.34000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.04000,1.30000,1.28000,1.30000,1.02000,1.04000
1.02000,1.34000,1.02000,1.02000,1.02000,1.34000,1.30000,1.34000,1.02000,1.02000
1.02000,1.32000,1.02000,1.02000,1.06000,1.32000,1.28000,1.30000,1.02000,1.02000
1.02000,1.24000,1.02000,1.02000,1.06000,1.28000,1.28000,1.28000,1.02000,1.02000
1.02000,1.26000,1.02000,1.02000,1.02000,1.26000,1.26000,1.26000,1.02000,1.02000
1.02000,1.48000,1.02000,1.82000,1.02000,1.22000,1.22000,1.32000,1.02000,1.02000
1.20000,1.30000,1.02000,1.04000,1.02000,1.34000,1.20000,1.32000,1.02000,1.02000
1.20000,1.26000,1.02000,1.04000,1.02000,1.34000,1.28000,1.34000,1.02000,1.02000
1.02000,1.28000,1.02000,1.02000,1.02000,1.34000,1.24000,1.32000,1.02000,1.02000
1.02000,1.02000,1.02000,1.02000,1.02000,1.38000,1.28000,1.34000,1.02000,1.02000
1.02000,1.12000,1.02000,1.02000,1.02000,1.32000,1.26000,1.30000,1.02000,1.02000
1.02000,1.30000,1.02000,1.02000,1.04000,1.30000,1.24000,1.28000,1.02000,1.02000
1.02000,1.28000,1.02000,1.02000,1.02000,1.28000,1.22000,1.28000,1.02000,1.02000
1.02000,1.02000,1.10000,1.10000,1.10000,1.26000,1.26000,1.26000,1.10000,1.10000
1.02000,1.58000,1.02000,2.32000,1.02000,1.32000,1.32000,1.44000,1.02000,1.02000
1.02000,1.16000,1.02000,1.02000,1.02000,1.38000,1.32000,1.42000,1.02000,1.02000
1.20000,1.20000,1.02000,1.04000,1.06000,1.40000,1.34000,1.44000,1.02000,1.02000
1.20000,1.02000,1.06000,1.06000,1.06000,1.38000,1.36000,1.40000,1.06000,1.06000
1.02000,1.36000,1.02000,1.02000,1.02000,1.34000,1.20000,1.30000,1.02000,1.02000
1.02000,1.28000,1.02000,1.02000,1.02000,1.28000,1.26000,1.28000,1.02000,1.02000
1.02000,1.02000,1.04000,1.04000,1.06000,1.32000,1.26000,1.32000,1.04000,1.04000
1.02000,1.28000,1.02000,1.02000,1.02000,1.28000,1.28000,1.28000,1.02000,1.02000
1.02000,1.02000,1.06000,1.06000,1.06000,1.30000,1.30000,1.30000,1.06000,1.06000
